,gtin,product_name,product_desc,availability,current_price,shipping_cost,product_rating,vendor_name,ref_link,product_img
13,4523670872404,ADAGIO,et,True,"$6,583",$9.23,2,Bolivia,yahoo.com,https://miro.medium.com/max/500/1*ZhYNqU2y96_f3QkWq9oiWQ.jpeg
14,7616925547172,AKEELA,"mi, ac mattis velit justo nec ante. Maecenas mi felis,",False,"$7,230",$63.99,4,Botswana,yahoo.com,https://miro.medium.com/max/500/1*ZhYNqU2y96_f3QkWq9oiWQ.jpeg
15,603582494568,ADRIENNE,imperdiet ornare. In,True,"$5,963",$8.90,2,Tunisia,yahoo.com,https://miro.medium.com/max/500/1*ZhYNqU2y96_f3QkWq9oiWQ.jpeg
16,935057387004,AILSA,suscipit nonummy. Fusce fermentum fermentum arcu. Vestibulum ante ipsum,True,"$5,249",$52.70,4,Philippines,amazon.com,https://analyticsindiamag.com/wp-content/uploads/2017/06/Trump_Big_Data_Meme.jpg
17,847728786758,AKI,placerat. Cras dictum ultricies ligula. Nullam enim.,True,"$5,628",$26.00,5,Bosnia and Herzegovina,yahoo.com,https://analyticsindiamag.com/wp-content/uploads/2017/06/Trump_Big_Data_Meme.jpg
18,5284428039001,ADRIANE,"Quisque imperdiet,",True,"$9,077",$49.03,1,Syria,yahoo.com,https://analyticsindiamag.com/wp-content/uploads/2017/06/Bws7vMhIIAAFK9R.jpg
19,9486898747157,ADALYN,sed,False,"$8,170",$64.85,4,China,yahoo.com,https://i.imgur.com/Nm2eU3C.png
20,5418591656153,JULY,lectus justo eu arcu.,True,"$8,463",$77.95,2,New Zealand,amazon.com,https://miro.medium.com/max/500/1*ZhYNqU2y96_f3QkWq9oiWQ.jpeg
21,6341109008707,ADELLA,"et, rutrum",False,"$8,880",$60.56,5,United Arab Emirates,amazon.com,https://analyticsindiamag.com/wp-content/uploads/2017/06/Trump_Big_Data_Meme.jpg
22,8679145873540,AINE,a feugiat,False,"$8,489",$84.30,4,Germany,yahoo.com,https://analyticsindiamag.com/wp-content/uploads/2017/06/Trump_Big_Data_Meme.jpg
23,6914267377108,AERO,diam. Proin dolor. Nulla semper tellus id nunc interdum feugiat.,False,"$6,373",$52.24,1,Bolivia,yahoo.com,https://i.imgur.com/Nm2eU3C.png
24,652530943652,A,"justo faucibus lectus, a sollicitudin orci sem",True,"$9,438",$73.87,1,Timor-Leste,google.com,https://analyticsindiamag.com/wp-content/uploads/2017/06/Bws7vMhIIAAFK9R.jpg
25,4396858352991,ADU,felis purus ac tellus.,True,"$8,457",$72.33,3,Qatar,amazon.com,https://analyticsindiamag.com/wp-content/uploads/2017/06/Bws7vMhIIAAFK9R.jpg
26,4908444128449,SEPTEMBER,blandit enim,True,"$9,198",$39.52,3,Pitcairn Islands,yahoo.com,https://i.imgur.com/Nm2eU3C.png
27,609577168344,JUN,Pellentesque ultricies,True,"$7,689",$94.78,2,British Indian Ocean Territory,amazon.com,https://analyticsindiamag.com/wp-content/uploads/2017/06/Trump_Big_Data_Meme.jpg
28,5868368262241,NOVEMBER,diam,True,"$8,754",$49.46,4,Antigua and Barbuda,yahoo.com,https://miro.medium.com/max/500/1*ZhYNqU2y96_f3QkWq9oiWQ.jpeg
29,6914267377108,AERO,"gravida non, sollicitudin a,",True,"$7,037",$80.90,4,New Zealand,amazon.com,https://analyticsindiamag.com/wp-content/uploads/2017/06/Bws7vMhIIAAFK9R.jpg
30,925450439742,AKIAK,interdum. Nunc sollicitudin commodo ipsum. Suspendisse,True,"$5,707",$20.46,3,Côte D'Ivoire (Ivory Coast),amazon.com,https://i.imgur.com/Nm2eU3C.png
31,2289243471558,JUNE,"aliquam eu, accumsan",False,"$8,983",$52.72,4,Holy See (Vatican City State),google.com,https://i.imgur.com/Nm2eU3C.png
32,107412696673,AGATHOR,id enim. Curabitur,True,"$9,974",$87.61,4,French Polynesia,google.com,https://i.imgur.com/Nm2eU3C.png
33,1026337572657,ADI,ut dolor,False,"$7,521",$0.56,1,Thailand,google.com,https://i.imgur.com/Nm2eU3C.png
34,9941208645778,A.,"neque vitae semper egestas, urna justo",True,"$6,831",$78.60,3,New Zealand,amazon.com,https://analyticsindiamag.com/wp-content/uploads/2017/06/Bws7vMhIIAAFK9R.jpg
35,9498572139539,ABUELA,"eget,",False,"$7,259",$43.29,5,Yemen,google.com,https://analyticsindiamag.com/wp-content/uploads/2017/06/Bws7vMhIIAAFK9R.jpg
36,5427206115983,Potato,et magnis dis parturient,False,"$5,699",$37.96,3,Saint Pierre and Miquelon,amazon.com,https://i.imgur.com/Nm2eU3C.png
37,7616925547172,AKEELA,Curae; Phasellus ornare.,False,"$9,985",$38.04,5,Georgia,google.com,https://analyticsindiamag.com/wp-content/uploads/2017/06/Bws7vMhIIAAFK9R.jpg
38,7618450921421,ADOLFO,"ultrices, mauris ipsum porta",True,"$7,895",$17.76,1,Seychelles,amazon.com,https://analyticsindiamag.com/wp-content/uploads/2017/06/Bws7vMhIIAAFK9R.jpg
39,2535042995023,AJ,"eu erat semper rutrum. Fusce dolor quam, elementum at, egestas",True,"$5,683",$81.51,2,Monaco,yahoo.com,https://i.imgur.com/Nm2eU3C.png
40,2207829693468,AGLAIA,"eleifend vitae,",True,"$6,131",$75.24,4,Hong Kong,yahoo.com,https://analyticsindiamag.com/wp-content/uploads/2017/06/Bws7vMhIIAAFK9R.jpg
41,2269278977603,AERIE,"ut, molestie in, tempus eu, ligula. Aenean",True,"$7,672",$18.11,1,Gibraltar,google.com,https://i.imgur.com/Nm2eU3C.png
42,2717066340057,AGATE,elit erat vitae risus. Duis a mi,True,"$5,002",$8.93,4,Micronesia,google.com,https://analyticsindiamag.com/wp-content/uploads/2017/06/Trump_Big_Data_Meme.jpg
43,3378140212534,2CHAINZ,Donec,True,"$7,748",$0.96,2,Cambodia,amazon.com,https://analyticsindiamag.com/wp-content/uploads/2017/06/Trump_Big_Data_Meme.jpg
44,2370999713248,JAN,tortor. Nunc commodo auctor velit.,False,"$7,916",$45.96,2,Anguilla,yahoo.com,https://miro.medium.com/max/500/1*ZhYNqU2y96_f3QkWq9oiWQ.jpeg
45,771332433301,ADRIAN,"facilisis eget, ipsum. Donec sollicitudin adipiscing ligula. Aenean gravida nunc",False,"$9,958",$73.11,1,Kazakhstan,yahoo.com,https://analyticsindiamag.com/wp-content/uploads/2017/06/Trump_Big_Data_Meme.jpg
46,862890342038,AALIYAH,tempor erat neque non quam. Pellentesque habitant morbi tristique senectus,True,"$6,201",$32.10,2,Bulgaria,google.com,https://miro.medium.com/max/500/1*ZhYNqU2y96_f3QkWq9oiWQ.jpeg
47,9513804417455,ABECROMBIE,Vivamus sit amet risus. Donec egestas.,True,"$6,069",$69.52,5,United Arab Emirates,amazon.com,https://analyticsindiamag.com/wp-content/uploads/2017/06/Bws7vMhIIAAFK9R.jpg
48,3404618573304,AGASHA,euismod mauris eu elit. Nulla,False,"$8,794",$95.71,2,Senegal,amazon.com,https://analyticsindiamag.com/wp-content/uploads/2017/06/Bws7vMhIIAAFK9R.jpg
49,3378140212534,2CHAINZ,"non, lobortis quis, pede.",True,"$7,079",$0.61,4,Namibia,yahoo.com,https://miro.medium.com/max/500/1*ZhYNqU2y96_f3QkWq9oiWQ.jpeg
50,762701481065,SUN,"penatibus et magnis dis parturient montes, nascetur",True,"$9,464",$89.75,4,Guernsey,google.com,https://analyticsindiamag.com/wp-content/uploads/2017/06/Bws7vMhIIAAFK9R.jpg
51,1513485491345,AKASHA,tellus faucibus,True,"$5,051",$56.20,4,Austria,amazon.com,https://analyticsindiamag.com/wp-content/uploads/2017/06/Trump_Big_Data_Meme.jpg
52,8433683107496,ABRIL,"nunc risus varius orci, in consequat enim diam vel",True,"$8,557",$1.88,4,Guernsey,amazon.com,https://miro.medium.com/max/500/1*ZhYNqU2y96_f3QkWq9oiWQ.jpeg
53,8810238122955,AIDAN,erat eget ipsum. Suspendisse sagittis. Nullam vitae diam. Proin dolor.,False,"$6,862",$47.80,5,Antarctica,yahoo.com,https://miro.medium.com/max/500/1*ZhYNqU2y96_f3QkWq9oiWQ.jpeg
54,7126427631880,ADDY,"semper, dui lectus rutrum urna, nec luctus felis",True,"$9,565",$56.36,3,Gabon,amazon.com,https://miro.medium.com/max/500/1*ZhYNqU2y96_f3QkWq9oiWQ.jpeg
55,5544460171165,ABUR,dignissim tempor arcu. Vestibulum ut eros non,True,"$5,071",$51.03,1,Madagascar,google.com,https://miro.medium.com/max/500/1*ZhYNqU2y96_f3QkWq9oiWQ.jpeg
56,8960806925667,ABSOLUT,"sem, consequat",True,"$8,463",$24.00,4,Bulgaria,yahoo.com,https://miro.medium.com/max/500/1*ZhYNqU2y96_f3QkWq9oiWQ.jpeg
57,2289243471558,JUNE,Proin velit. Sed malesuada augue ut lacus. Nulla,False,"$7,823",$30.69,2,American Samoa,google.com,https://analyticsindiamag.com/wp-content/uploads/2017/06/Bws7vMhIIAAFK9R.jpg
58,7770521011271,ADORE,libero. Proin sed turpis nec mauris blandit mattis. Cras eget,True,"$7,923",$53.85,4,Tunisia,amazon.com,https://i.imgur.com/Nm2eU3C.png
59,3982937226123,APRIL,"hendrerit consectetuer,",False,"$7,999",$78.76,2,"Virgin Islands, British",amazon.com,https://analyticsindiamag.com/wp-content/uploads/2017/06/Bws7vMhIIAAFK9R.jpg
60,253483338893,AKEELAH,aliquet,False,"$6,253",$27.22,2,Paraguay,google.com,https://miro.medium.com/max/500/1*ZhYNqU2y96_f3QkWq9oiWQ.jpeg
61,4763533018543,AGRO,non lorem vitae odio sagittis semper. Nam tempor diam dictum,False,"$5,234",$29.92,4,Niger,google.com,https://i.imgur.com/Nm2eU3C.png
62,762701481065,SUN,"penatibus et magnis dis parturient montes, nascetur ridiculus mus. Proin",True,"$7,576",$85.46,5,Ghana,yahoo.com,https://analyticsindiamag.com/wp-content/uploads/2017/06/Bws7vMhIIAAFK9R.jpg
63,4396858352991,ADU,"ultricies adipiscing, enim mi tempor lorem, eget mollis lectus",True,"$8,467",$28.86,2,Nicaragua,yahoo.com,https://analyticsindiamag.com/wp-content/uploads/2017/06/Trump_Big_Data_Meme.jpg
64,3993445990882,AHJI,tristique senectus et,False,"$5,277",$69.85,2,Norway,amazon.com,https://analyticsindiamag.com/wp-content/uploads/2017/06/Bws7vMhIIAAFK9R.jpg
65,5889401011583,AKAMARU,ut erat.,False,"$6,497",$68.92,4,Central African Republic,amazon.com,https://miro.medium.com/max/500/1*ZhYNqU2y96_f3QkWq9oiWQ.jpeg
66,1471766506105,ADIDAS,eget mollis lectus pede et risus. Quisque,False,"$8,147",$72.48,2,New Caledonia,yahoo.com,https://analyticsindiamag.com/wp-content/uploads/2017/06/Trump_Big_Data_Meme.jpg
67,3979715370830,AGATHA,"nonummy ultricies ornare, elit elit fermentum risus, at fringilla purus",True,"$8,615",$99.14,2,Malaysia,google.com,https://miro.medium.com/max/500/1*ZhYNqU2y96_f3QkWq9oiWQ.jpeg
68,5427206115983,Potato,"ipsum sodales purus, in molestie tortor",False,"$7,514",$89.35,4,Trinidad and Tobago,yahoo.com,https://miro.medium.com/max/500/1*ZhYNqU2y96_f3QkWq9oiWQ.jpeg
69,5345094484084,ABEL,vitae diam. Proin dolor. Nulla semper tellus id,True,"$5,014",$44.05,4,Pakistan,google.com,https://analyticsindiamag.com/wp-content/uploads/2017/06/Bws7vMhIIAAFK9R.jpg
70,1105692302361,JANUARY,"dolor sit amet, consectetuer adipiscing elit.",True,"$5,991",$80.98,1,Macao,google.com,https://analyticsindiamag.com/wp-content/uploads/2017/06/Trump_Big_Data_Meme.jpg
71,869386305049,AUGUST,"at lacus. Quisque purus sapien, gravida",True,"$5,863",$80.67,5,Iraq,amazon.com,https://i.imgur.com/Nm2eU3C.png
72,8059578574464,ABBA,"augue, eu",False,"$8,991",$89.29,5,Oman,amazon.com,https://analyticsindiamag.com/wp-content/uploads/2017/06/Trump_Big_Data_Meme.jpg
73,2415557414600,ADAH,"vulputate dui, nec tempus mauris",False,"$7,090",$0.74,2,Ecuador,yahoo.com,https://i.imgur.com/Nm2eU3C.png
74,4819671598779,166Y,nascetur ridiculus,True,"$5,171",$19.18,5,Mauritius,yahoo.com,https://analyticsindiamag.com/wp-content/uploads/2017/06/Trump_Big_Data_Meme.jpg
75,5441916821539,ACCEL,"tellus. Phasellus elit pede,",False,"$6,625",$82.80,2,South Africa,google.com,https://miro.medium.com/max/500/1*ZhYNqU2y96_f3QkWq9oiWQ.jpeg
76,2269278977603,AERIE,"et, rutrum eu,",False,"$7,722",$69.29,1,Tokelau,google.com,https://analyticsindiamag.com/wp-content/uploads/2017/06/Bws7vMhIIAAFK9R.jpg
77,9795852143235,AEGE,vel pede blandit congue. In scelerisque scelerisque,True,"$9,856",$68.45,4,Switzerland,yahoo.com,https://analyticsindiamag.com/wp-content/uploads/2017/06/Trump_Big_Data_Meme.jpg
78,9841452458760,ABIGALE,Vestibulum ut eros non enim commodo hendrerit. Donec porttitor,False,"$9,247",$14.59,4,Nepal,amazon.com,https://i.imgur.com/Nm2eU3C.png
79,9498572139539,ABUELA,"Nulla tincidunt, neque vitae semper egestas, urna",False,"$6,942",$74.55,4,Brazil,yahoo.com,https://i.imgur.com/Nm2eU3C.png
80,9383911996606,AALSKA,"dictum ultricies ligula. Nullam enim. Sed nulla ante, iaculis",False,"$9,608",$58.33,5,San Marino,amazon.com,https://i.imgur.com/Nm2eU3C.png
81,6581460530487,DECEMBER,commodo auctor velit. Aliquam,False,"$5,907",$13.97,1,Sint Maarten,yahoo.com,https://i.imgur.com/Nm2eU3C.png
82,7573471656403,AISHA,"adipiscing. Mauris molestie pharetra nibh. Aliquam ornare,",False,"$7,301",$45.22,5,British Indian Ocean Territory,amazon.com,https://analyticsindiamag.com/wp-content/uploads/2017/06/Bws7vMhIIAAFK9R.jpg
83,2652315325864,AGENT,"pharetra ut,",False,"$8,222",$80.60,5,Åland Islands,google.com,https://analyticsindiamag.com/wp-content/uploads/2017/06/Bws7vMhIIAAFK9R.jpg
84,9498572139539,ABUELA,"lacinia mattis. Integer eu lacus. Quisque imperdiet, erat nonummy ultricies",True,"$7,675",$37.69,1,Liberia,yahoo.com,https://analyticsindiamag.com/wp-content/uploads/2017/06/Bws7vMhIIAAFK9R.jpg
85,3982937226123,APRIL,et pede.,True,"$5,684",$93.08,1,Hungary,amazon.com,https://analyticsindiamag.com/wp-content/uploads/2017/06/Bws7vMhIIAAFK9R.jpg
86,3245074328443,AGUSTINA,"dolor sit amet, consectetuer adipiscing elit. Etiam laoreet, libero et",True,"$9,159",$69.84,1,Saint Lucia,google.com,https://analyticsindiamag.com/wp-content/uploads/2017/06/Bws7vMhIIAAFK9R.jpg
87,6098818406301,AKAMARO,"auctor, velit eget laoreet posuere, enim nisl elementum purus, accumsan",True,"$9,123",$87.08,1,Nicaragua,google.com,https://miro.medium.com/max/500/1*ZhYNqU2y96_f3QkWq9oiWQ.jpeg
88,771332433301,ADRIAN,"ornare, facilisis eget,",True,"$6,339",$39.65,4,Costa Rica,yahoo.com,https://i.imgur.com/Nm2eU3C.png
89,9486898747157,ADALYN,"Donec elementum, lorem ut",False,"$5,278",$90.76,3,Central African Republic,amazon.com,https://i.imgur.com/Nm2eU3C.png
90,6123473739605,AFRICA,porttitor tellus non magna.,True,"$6,045",$46.07,3,Christmas Island,amazon.com,https://miro.medium.com/max/500/1*ZhYNqU2y96_f3QkWq9oiWQ.jpeg
91,5856460193286,AARON,"eu, ultrices sit amet, risus. Donec nibh enim,",True,"$8,943",$1.15,1,Saint Pierre and Miquelon,yahoo.com,https://analyticsindiamag.com/wp-content/uploads/2017/06/Trump_Big_Data_Meme.jpg
92,4908444128449,SEPTEMBER,mi. Aliquam gravida mauris,False,"$9,509",$20.17,3,Guinea,amazon.com,https://i.imgur.com/Nm2eU3C.png
93,7185202573751,ADOLF,gravida. Praesent eu nulla at sem molestie sodales. Mauris blandit,False,"$5,829",$69.40,3,Niue,amazon.com,https://i.imgur.com/Nm2eU3C.png
94,5544460171165,ABUR,"eget, dictum",True,"$9,950",$65.56,1,Niger,yahoo.com,https://i.imgur.com/Nm2eU3C.png
95,5427206115983,Potato,"nec, mollis vitae, posuere",True,"$8,862",$69.61,3,Grenada,yahoo.com,https://miro.medium.com/max/500/1*ZhYNqU2y96_f3QkWq9oiWQ.jpeg
96,1471766506105,ADIDAS,Cras pellentesque.,True,"$9,185",$3.35,5,Tokelau,yahoo.com,https://analyticsindiamag.com/wp-content/uploads/2017/06/Trump_Big_Data_Meme.jpg
97,2590723997595,ACHILLES,"elit elit fermentum risus, at fringilla purus",True,"$8,737",$0.01,2,Botswana,yahoo.com,https://analyticsindiamag.com/wp-content/uploads/2017/06/Bws7vMhIIAAFK9R.jpg
98,3172130655876,MAY,iaculis aliquet diam.,False,"$5,281",$76.44,2,Bulgaria,google.com,https://analyticsindiamag.com/wp-content/uploads/2017/06/Bws7vMhIIAAFK9R.jpg
99,9462284846217,Daniel,"consequat, lectus sit amet luctus vulputate,",True,"$7,358",$64.85,1,Guyana,yahoo.com,https://miro.medium.com/max/500/1*ZhYNqU2y96_f3QkWq9oiWQ.jpeg
100,7412570119959,AIRES,arcu. Vestibulum ante ipsum primis in,True,"$7,681",$51.04,4,Mali,amazon.com,https://analyticsindiamag.com/wp-content/uploads/2017/06/Bws7vMhIIAAFK9R.jpg
101,5544460171165,ABUR,"varius ultrices, mauris ipsum porta elit, a feugiat tellus lorem",False,"$6,488",$6.46,1,Romania,yahoo.com,https://i.imgur.com/Nm2eU3C.png
102,6424657024377,ADDER,arcu. Sed eu nibh vulputate mauris sagittis,False,"$9,851",$83.44,4,Malta,google.com,https://i.imgur.com/Nm2eU3C.png
103,2269278977603,AERIE,est tempor bibendum. Donec felis,False,"$6,158",$61.85,2,Colombia,yahoo.com,https://i.imgur.com/Nm2eU3C.png
104,9795852143235,AEGE,nunc.,True,"$6,321",$32.93,1,Slovenia,google.com,https://i.imgur.com/Nm2eU3C.png
105,9675073333487,ABRAHAM,"vitae, erat. Vivamus",True,"$8,836",$41.24,5,Ghana,yahoo.com,https://analyticsindiamag.com/wp-content/uploads/2017/06/Trump_Big_Data_Meme.jpg
106,2207829693468,AGLAIA,lobortis quam,False,"$7,177",$52.95,3,Bhutan,yahoo.com,https://analyticsindiamag.com/wp-content/uploads/2017/06/Trump_Big_Data_Meme.jpg
107,4727462827670,ACCURA,enim commodo hendrerit. Donec,False,"$6,527",$88.50,4,Tonga,google.com,https://analyticsindiamag.com/wp-content/uploads/2017/06/Bws7vMhIIAAFK9R.jpg
108,2736266082376,AGATH,"non, vestibulum nec, euismod in, dolor. Fusce feugiat.",True,"$8,028",$92.58,3,Cayman Islands,yahoo.com,https://miro.medium.com/max/500/1*ZhYNqU2y96_f3QkWq9oiWQ.jpeg
109,7704135332961,ABAGAIL,"dictum placerat, augue. Sed molestie. Sed id risus quis",True,"$7,413",$3.20,3,Dominica,amazon.com,https://analyticsindiamag.com/wp-content/uploads/2017/06/Trump_Big_Data_Meme.jpg
110,9327220999568,ADIDI,nulla. In tincidunt,True,"$6,788",$63.48,1,Cameroon,amazon.com,https://miro.medium.com/max/500/1*ZhYNqU2y96_f3QkWq9oiWQ.jpeg
111,7902742341376,ADDISON,"magna. Lorem ipsum dolor sit amet,",True,"$9,089",$58.68,3,Armenia,amazon.com,https://miro.medium.com/max/500/1*ZhYNqU2y96_f3QkWq9oiWQ.jpeg
112,9585918943060,ACER,"pede, ultrices a, auctor non, feugiat nec, diam.",True,"$5,671",$87.55,5,Saint Barthélemy,amazon.com,https://analyticsindiamag.com/wp-content/uploads/2017/06/Bws7vMhIIAAFK9R.jpg
113,7492448443180,ADAR,"dapibus id, blandit",True,"$9,691",$1.58,3,Tunisia,google.com,https://i.imgur.com/Nm2eU3C.png
114,2519625081088,ABREE,"Quisque porttitor eros nec tellus. Nunc lectus pede, ultrices",True,"$7,671",$59.22,1,Estonia,amazon.com,https://miro.medium.com/max/500/1*ZhYNqU2y96_f3QkWq9oiWQ.jpeg
115,3828870741774,ABHAYA,"iaculis, lacus pede sagittis",True,"$6,925",$42.90,5,Ecuador,yahoo.com,https://analyticsindiamag.com/wp-content/uploads/2017/06/Trump_Big_Data_Meme.jpg
116,4396858352991,ADU,lobortis tellus justo sit,True,"$9,766",$8.02,2,Nauru,google.com,https://analyticsindiamag.com/wp-content/uploads/2017/06/Trump_Big_Data_Meme.jpg
117,3823501270705,ABRIK,ipsum cursus vestibulum. Mauris,True,"$7,051",$76.28,3,Montenegro,google.com,https://miro.medium.com/max/500/1*ZhYNqU2y96_f3QkWq9oiWQ.jpeg
118,4174094684872,AINSLEY,"Nunc mauris elit, dictum eu, eleifend nec,",True,"$7,977",$13.28,1,Bolivia,amazon.com,https://analyticsindiamag.com/wp-content/uploads/2017/06/Bws7vMhIIAAFK9R.jpg
119,3703974668905,ADA,tincidunt pede ac urna.,True,"$9,399",$25.22,2,French Guiana,yahoo.com,https://miro.medium.com/max/500/1*ZhYNqU2y96_f3QkWq9oiWQ.jpeg
120,5462818058279,ABILENE,"eget, volutpat ornare, facilisis eget, ipsum. Donec sollicitudin adipiscing",False,"$6,162",$10.24,2,Senegal,yahoo.com,https://analyticsindiamag.com/wp-content/uploads/2017/06/Bws7vMhIIAAFK9R.jpg
121,8005431337453,ADDEY,"sed, facilisis vitae, orci.",True,"$7,011",$65.73,4,Czech Republic,yahoo.com,https://i.imgur.com/Nm2eU3C.png
122,1737934250222,ABE,sollicitudin,False,"$8,737",$78.24,5,Mauritius,amazon.com,https://i.imgur.com/Nm2eU3C.png
123,1026337572657,ADI,"ipsum sodales purus, in molestie tortor nibh sit amet orci.",False,"$5,115",$7.33,3,"Virgin Islands, United States",google.com,https://miro.medium.com/max/500/1*ZhYNqU2y96_f3QkWq9oiWQ.jpeg
124,2855510677367,ABBOTT,"tincidunt, nunc ac mattis ornare, lectus ante dictum mi, ac",True,"$5,089",$12.40,1,Liechtenstein,google.com,https://i.imgur.com/Nm2eU3C.png
125,9841452458760,ABIGALE,"Nunc mauris elit, dictum",True,"$8,342",$2.01,4,Spain,google.com,https://miro.medium.com/max/500/1*ZhYNqU2y96_f3QkWq9oiWQ.jpeg
126,5284428039001,ADRIANE,"at, libero. Morbi accumsan laoreet ipsum. Curabitur",False,"$7,704",$56.30,5,Algeria,amazon.com,https://analyticsindiamag.com/wp-content/uploads/2017/06/Trump_Big_Data_Meme.jpg
127,9612872180316,AEKI,"vitae velit egestas lacinia. Sed congue, elit sed consequat auctor,",False,"$6,977",$86.64,4,Morocco,amazon.com,https://miro.medium.com/max/500/1*ZhYNqU2y96_f3QkWq9oiWQ.jpeg
128,2370999713248,JAN,metus sit amet ante. Vivamus,False,"$8,028",$49.33,5,Montenegro,amazon.com,https://analyticsindiamag.com/wp-content/uploads/2017/06/Trump_Big_Data_Meme.jpg
129,6914267377108,AERO,vulputate ullamcorper,True,"$6,011",$65.15,5,Reunion,google.com,https://analyticsindiamag.com/wp-content/uploads/2017/06/Bws7vMhIIAAFK9R.jpg
130,1737934250222,ABE,aliquam arcu. Aliquam ultrices iaculis odio. Nam interdum enim non,False,"$6,110",$77.01,3,Ethiopia,google.com,https://analyticsindiamag.com/wp-content/uploads/2017/06/Bws7vMhIIAAFK9R.jpg
131,9762828278054,ACE-DAVE,volutpat. Nulla dignissim. Maecenas ornare egestas,True,"$6,666",$53.49,5,Rwanda,google.com,https://i.imgur.com/Nm2eU3C.png
132,9941208645778,A.,"eu, placerat eget, venenatis",False,"$5,119",$79.64,4,San Marino,amazon.com,https://analyticsindiamag.com/wp-content/uploads/2017/06/Trump_Big_Data_Meme.jpg
133,871120055062,AHAVA,eget nisi dictum augue malesuada malesuada. Integer id magna et,True,"$8,733",$31.57,5,Belgium,yahoo.com,https://analyticsindiamag.com/wp-content/uploads/2017/06/Bws7vMhIIAAFK9R.jpg
134,4396858352991,ADU,"nulla ante, iaculis nec, eleifend non, dapibus rutrum, justo.",False,"$7,178",$96.50,3,Brazil,yahoo.com,https://analyticsindiamag.com/wp-content/uploads/2017/06/Trump_Big_Data_Meme.jpg
135,9486898747157,ADALYN,"tristique ac, eleifend vitae, erat.",False,"$5,752",$16.89,3,Ireland,yahoo.com,https://analyticsindiamag.com/wp-content/uploads/2017/06/Bws7vMhIIAAFK9R.jpg
136,9691900230363,AKELA,"posuere vulputate, lacus.",False,"$6,942",$89.83,4,Heard Island and Mcdonald Islands,google.com,https://analyticsindiamag.com/wp-content/uploads/2017/06/Bws7vMhIIAAFK9R.jpg
137,3828870741774,ABHAYA,"felis, adipiscing fringilla, porttitor vulputate, posuere vulputate, lacus. Cras interdum.",True,"$9,342",$90.86,2,Andorra,google.com,https://analyticsindiamag.com/wp-content/uploads/2017/06/Bws7vMhIIAAFK9R.jpg
138,5214510175026,ABACA,Donec feugiat metus sit amet ante. Vivamus,False,"$7,896",$15.81,2,Brazil,yahoo.com,https://miro.medium.com/max/500/1*ZhYNqU2y96_f3QkWq9oiWQ.jpeg
